,name,priority,total_observations,total_observations_recent,exoclock_observations,exoclock_observations_recent,etd_observations,etd_observations_recent,space_observations,space_observations_recent,literature_midtimes,literature_midtimes_recent,current_oc_min,discovery_ref,depth_r_mmag,duration_hours,ephem_mid_time,ephem_mid_time_e1,ephem_mid_time_e2,ephem_mid_time_format,ephem_mid_time_units,ephem_period,ephem_period_e1,ephem_period_e2,ephem_period_units,ephem_parameters_ref,eccentricity,eccentricity_e1,eccentricity_e2,inclination,inclination_adjusted,inclination_e1,inclination_e2,inclination_units,periastron,periastron_e1,periastron_e2,periastron_units,rp_over_rs,rp_over_rs_adjusted,rp_over_rs_e1,rp_over_rs_e2,rp_over_rs_units,sma_over_rs,sma_over_rs_adjusted,sma_over_rs_e1,sma_over_rs_e2,sma_over_rs_units,transit_parameters_ref,kepler_rp_over_rs,kepler_rp_over_rs_e1,kepler_rp_over_rs_e2,tess_rp_over_rs,tess_rp_over_rs_e1,tess_rp_over_rs_e2,star,ra_j2000,dec_j2000,v_mag,r_mag,gaia_g_mag,logg,logg_e1,logg_e2,logg_units,meta,meta_e1,meta_e2,meta_units,teff,teff_e1,teff_e2,teff_units,ldc_parameters_ref,min_telescope_inches,min_telescope_inches_hf,expected_transit_snr_tess,t0_bjd_tdb,t0_unc,period_days,period_unc
WASP-24b,WASP-24b,medium,22,1,12,1,0,0,0,0,10,0,0.94,2010ApJ...720..337S,12.2,2.75,2455596.44876,0.00018,-0.00018,BJD_TDB,Days,2.3412205,3.2e-07,-3.2e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,83.9,False,0.4,-0.4,Degrees,0.0,0.0,-0.0,Degrees,0.1018,False,0.0007,-0.0007,None,5.94,False,0.13,-0.13,None,2014MNRAS.444..776S,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-24,15:08:51.7366,+02:20:35.964,11.22,11.43,11.394,4.263,0.022,-0.022,cm/s2,0.1,0.07,-0.07,dex Fe/H or M/H,6075.0,100.0,-100.0,Kelvin,2010ApJ...720..337S,5.19,5.0,41.2,2455596.44876,0.00018,2.3412205,3.2e-07
WASP-25b,WASP-25b,medium,23,0,12,0,5,0,5,0,1,0,0.62,2011MNRAS.410.1631E,24.96,2.76,2457744.72776,0.00017,-0.00017,BJD_TDB,Days,3.76483342,3.7e-07,-3.7e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.1,False,0.3,-0.3,Degrees,0.0,0.0,-0.0,Degrees,0.1387,False,0.001,-0.001,None,11.22,False,0.18,-0.17,None,2014MNRAS.444..776S,0.0,0.0,-0.0,0.0,0.00055,-0.00055,WASP-25,13:01:26.3760,-27:31:19.920,11.87,11.82,11.688,4.51,0.04,-0.04,cm/s2,-0.05,0.1,-0.1,dex Fe/H or M/H,5703.0,100.0,-100.0,Kelvin,2011MNRAS.410.1631E,5.41,5.41,72.65,2457744.72776,0.00017,3.76483342,3.7e-07
WASP-26b,WASP-26b,low,19,3,8,3,0,0,6,0,5,0,0.07,2010A&A...520A..56S,9.9,2.3,2457309.62113,0.00025,-0.00025,BJD_TDB,Days,2.75659747,4.6e-07,-4.6e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,82.8,False,0.3,-0.3,Degrees,0.0,0.0,-0.0,Degrees,0.0991,False,0.0018,-0.0018,None,6.64,False,0.16,-0.16,None,2014MNRAS.444..776S,0.0,0.0,-0.0,0.0,0.00078,-0.00078,WASP-26,00:18:24.7008,-15:16:02.277,11.3,10.99,10.994,4.3,0.2,-0.2,cm/s2,-0.02,0.09,-0.09,dex Fe/H or M/H,5950.0,100.0,-100.0,Kelvin,2010A&A...520A..56S,5.93,5.13,40.29,2457309.62113,0.00025,2.75659747,4.6e-07
WASP-28b,WASP-28b,low,27,5,9,5,0,0,9,0,9,0,-0.23,2015A&A...575A..61A,17.53,3.29,2457618.64044,0.00014,-0.00014,BJD_TDB,Days,3.40883502,5e-07,-5e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.3,False,1.6,-0.9,Degrees,0.0,0.0,-0.0,Degrees,0.116,False,0.0017,-0.0017,None,8.62,True,0.1,-0.1,None,2016AcA....66...55M,0.11385,0.00023,-0.00023,0.11385,0.00092,-0.00092,WASP-28,23:34:27.8815,-01:34:48.112,12.03,11.817,12.029,4.37,0.02,-0.02,cm/s2,-0.29,0.1,-0.1,dex Fe/H or M/H,6150.0,140.0,-140.0,Kelvin,2015A&A...575A..61A,5.41,5.41,43.41,2457618.64044,0.00014,3.40883502,5e-07
WASP-29b,WASP-29b,low,24,3,10,3,0,0,11,0,3,0,1.78,2010ApJ...723L..60H,13.36,2.63,2457866.07613,0.00011,-0.00011,BJD_TDB,Days,3.92271183,3.1e-07,-3.1e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,89.2,False,0.5,-0.6,Degrees,0.0,0.0,-0.0,Degrees,0.0982,False,0.0015,-0.0015,None,12.36,False,0.13,-0.22,None,2013MNRAS.428.3680G,0.0,0.0,-0.0,0.0,0.00031,-0.00031,WASP-29,23:51:31.0840,-39:54:24.259,11.33,10.896,10.893,4.54,0.05,-0.05,cm/s2,0.11,0.14,-0.14,dex Fe/H or M/H,4800.0,150.0,-150.0,Kelvin,2010ApJ...723L..60H,5.0,5.0,66.73,2457866.07613,0.00011,3.92271183,3.1e-07
WASP-31b,WASP-31b,low,28,5,9,5,0,0,12,0,7,0,-0.3,2011A&A...531A..60A,17.25,2.67,2457277.09226,0.00012,-0.00012,BJD_TDB,Days,3.4058875,2.7e-07,-2.7e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,84.41,False,0.22,-0.22,Degrees,0.0,0.0,-0.0,Degrees,0.1271,False,0.0011,-0.0011,None,8.0,False,0.19,-0.19,None,2011A&A...531A..60A,0.0,0.0,-0.0,0.0,0.00057,-0.00057,WASP-31,11:17:45.3578,-19:03:17.216,11.66,11.98,11.816,4.31,0.023,-0.023,cm/s2,-0.2,0.09,-0.09,dex Fe/H or M/H,6302.0,102.0,-102.0,Kelvin,2011A&A...531A..60A,5.68,5.68,44.2,2457277.09226,0.00012,3.4058875,2.7e-07
WASP-32b,WASP-32b,low,23,5,12,5,0,0,5,0,6,0,-0.81,2010PASP..122.1465M,14.62,2.42,2457679.41111,0.00023,-0.00023,BJD_TDB,Days,2.71866201,4e-07,-4e-07,Days,2022arXiv220909673K,0.018,0.006,-0.006,85.3,False,0.5,-0.5,Degrees,130.0,30.0,-30.0,Degrees,0.1114,False,0.0018,-0.0018,None,7.8,True,0.3,-0.3,None,2010PASP..122.1465M,0.0,0.0,-0.0,0.0,0.00076,-0.00076,WASP-32,00:15:50.8077,+01:12:01.586,11.26,11.63,11.409,4.39,0.04,-0.04,cm/s2,-0.13,0.1,-0.1,dex Fe/H or M/H,6100.0,100.0,-100.0,Kelvin,2010PASP..122.1465M,5.12,5.12,45.66,2457679.41111,0.00023,2.71866201,4e-07
WASP-33b,WASP-33b,low,25,18,25,18,0,0,0,0,0,0,26.42,2010MNRAS.407..507C,14.51,2.74,2454163.22451,0.00026,-0.00026,BJD_TDB,Days,1.2198669,1.2e-06,-1.2e-06,Days,2010MNRAS.407..507C,0.0,0.0,-0.0,87.67,False,1.81,-1.81,Degrees,0.0,0.0,-0.0,Degrees,0.1066,False,0.0009,-0.0009,None,3.788,False,0.084,-0.08,None,2010MNRAS.407..507C,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-33,02:26:51.0582,+37:33:01.737,8.14,7.948,8.07,4.3,0.2,-0.2,cm/s2,0.0,0.0,-0.0,dex Fe/H or M/H,7430.0,100.0,-100.0,Kelvin,2010MNRAS.407..507C,5.0,5.0,234.69,2454163.22451,0.00026,1.2198669,1.2e-06
WASP-34b,WASP-34b,low,22,5,7,5,4,0,10,0,1,0,-0.0,2011A&A...526A.130S,11.0,2.11,2458654.3645,0.00013,-0.00013,BJD_TDB,Days,4.31768411,5.4e-07,-5.4e-07,Days,2022arXiv220909673K,0.038,0.012,-0.012,85.2,False,0.2,-0.2,Degrees,319.8,23.2,-18.6,Degrees,0.1123,False,0.0012,-0.0012,None,10.5,False,0.3,-0.3,None,2011A&A...526A.130S,0.0,0.0,-0.0,0.0,0.00044,-0.00044,WASP-34,11:01:35.8978,-23:51:38.384,10.28,10.21,10.205,4.51,0.12,-0.12,cm/s2,-0.02,0.1,-0.1,dex Fe/H or M/H,5700.0,100.0,-100.0,Kelvin,2011A&A...526A.130S,5.0,5.0,70.01,2458654.3645,0.00013,4.31768411,5.4e-07
WASP-35b,WASP-35b,medium,27,2,12,2,0,0,14,0,1,0,0.75,2011AJ....142...86E,20.05,3.16,2458120.804421,6.8e-05,-6.8e-05,BJD_TDB,Days,3.16156853,1.7e-07,-1.7e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.0,False,0.6,-0.5,Degrees,0.0,0.0,-0.0,Degrees,0.1241,False,0.0008,-0.0008,None,8.34,True,0.07,-0.07,None,2011AJ....142...86E,0.0,0.0,-0.0,0.0,0.00022,-0.00022,WASP-35,05:04:19.6324,-06:13:47.376,10.94,10.638,10.853,4.39,0.03,-0.03,cm/s2,-0.15,0.09,-0.09,dex Fe/H or M/H,5990.0,90.0,-90.0,Kelvin,2011AJ....142...86E,5.0,5.0,99.33,2458120.804421,6.8e-05,3.16156853,1.7e-07
WASP-36b,WASP-36b,low,93,14,42,14,0,0,26,0,25,0,0.18,2012AJ....143...81S,21.27,1.82,2456848.926095,5.6e-05,-5.6e-05,BJD_TDB,Days,1.537365595,9.4e-08,-9.4e-08,Days,2022arXiv220909673K,0.0,0.0,-0.0,83.15,False,0.13,-0.13,Degrees,0.0,0.0,-0.0,Degrees,0.1368,False,0.0006,-0.0006,None,5.85,False,0.06,-0.05,None,2016MNRAS.459.1393M,0.0,0.0,-0.0,0.0,0.00062,-0.00062,WASP-36,08:46:19.2977,-08:01:37.012,12.7,12.412,12.628,4.499,0.022,-0.022,cm/s2,-0.26,0.1,-0.1,dex Fe/H or M/H,5959.0,134.0,-134.0,Kelvin,2012AJ....143...81S,6.49,6.49,27.37,2456848.926095,5.6e-05,1.537365595,9.4e-08
WASP-37b,WASP-37b,medium,26,5,13,5,9,0,0,0,4,0,0.17,2011AJ....141....8S,18.89,3.14,2458021.72946,0.00018,-0.00018,BJD_TDB,Days,3.57747894,4.3e-07,-4.3e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.8,False,0.8,-0.9,Degrees,0.0,0.0,-0.0,Degrees,0.1195,False,0.0013,-0.0013,None,9.6,False,0.6,-0.6,None,2011AJ....141....8S,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-37,14:47:46.5618,+01:03:53.802,12.704,12.87,12.542,4.4,0.07,-0.07,cm/s2,-0.4,0.12,-0.12,dex Fe/H or M/H,5800.0,150.0,-150.0,Kelvin,2011AJ....141....8S,7.56,7.56,33.26,2458021.72946,0.00018,3.57747894,4.3e-07
WASP-38b,WASP-38b,high,4,0,2,0,0,0,0,0,2,0,-0.82,2011A&A...525A..54B,9.4,4.66,2456992.0459,0.001,-0.001,BJD_TDB,Days,6.8718851,4.3e-06,-4.3e-06,Days,2022arXiv220909673K,0.031,0.005,-0.004,89.7,False,0.3,-0.3,Degrees,344.0,18.0,-17.0,Degrees,0.0844,False,0.0011,-0.0011,None,12.31,True,0.13,-0.13,None,2011A&A...525A..54B,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-38,16:15:50.3652,+10:01:57.284,9.39,9.22,9.21,4.27,0.024,-0.024,cm/s2,-0.12,0.07,-0.07,dex Fe/H or M/H,6150.0,80.0,-80.0,Kelvin,2011A&A...525A..54B,5.0,5.0,132.11,2456992.0459,0.001,6.8718851,4.3e-06
WASP-39b,WASP-39b,low,32,10,15,10,10,0,0,0,7,0,-0.49,2011A&A...531A..40F,27.26,2.88,2456888.031364,8e-05,-8e-05,BJD_TDB,Days,4.05528043,3.2e-07,-3.2e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,87.75,False,0.27,-0.2,Degrees,0.0,0.0,-0.0,Degrees,0.1457,False,0.0016,-0.0016,None,11.37,False,0.24,-0.2,None,2016AcA....66...55M,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-39,14:29:18.4151,-03:26:40.203,12.09,12.17,11.887,4.498,0.024,-0.024,cm/s2,-0.12,0.1,-0.1,dex Fe/H or M/H,5400.0,150.0,-150.0,Kelvin,2011A&A...531A..40F,6.02,6.02,73.38,2456888.031364,8e-05,4.05528043,3.2e-07
WASP-41b,WASP-41b,medium,42,2,9,2,5,0,12,0,16,0,0.01,2011PASP..123..547M,24.98,2.61,2457077.229441,7.1e-05,-7.1e-05,BJD_TDB,Days,3.05240175,1.8e-07,-1.8e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.7,False,0.4,-0.4,Degrees,0.0,0.0,-0.0,Degrees,0.1365,False,0.0006,-0.0006,None,9.96,False,0.08,-0.08,None,2016MNRAS.457.4205S,0.0,0.0,-0.0,0.0,0.00029,-0.00029,WASP-41,12:42:28.4949,-30:38:23.527,11.63,11.39,11.282,4.5,0.05,-0.05,cm/s2,-0.08,0.09,-0.09,dex Fe/H or M/H,5450.0,150.0,-150.0,Kelvin,2011PASP..123..547M,5.0,5.0,90.9,2457077.229441,7.1e-05,3.05240175,1.8e-07
WASP-42b,WASP-42b,low,17,4,4,4,0,0,9,0,4,0,-0.13,2012A&A...544A..72L,21.38,2.9,2456821.262602,7.2e-05,-7.2e-05,BJD_TDB,Days,4.9816816,3.6e-07,-3.6e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.0,False,0.17,-0.17,Degrees,0.0,0.0,-0.0,Degrees,0.1293,False,0.0008,-0.0008,None,13.5,False,0.3,-0.3,None,2016MNRAS.457.4205S,0.0,0.0,-0.0,0.0,0.0005,-0.0005,WASP-42,12:51:55.5580,-42:04:25.094,12.57,11.708,11.969,4.52,0.06,-0.06,cm/s2,0.05,0.13,-0.13,dex Fe/H or M/H,5200.0,150.0,-150.0,Kelvin,2012A&A...544A..72L,5.24,5.24,58.09,2456821.262602,7.2e-05,4.9816816,3.6e-07
WASP-43b,WASP-43b,low,208,24,87,24,0,0,49,0,72,0,0.071,2011A&A...535L...7H,29.73,1.23,2457202.184881,3.1e-05,-3.1e-05,BJD_TDB,Days,0.813474056,2.1e-08,-2.1e-08,Days,2022arXiv220909673K,0.0,0.0,-0.0,82.11,False,0.1,-0.1,Degrees,0.0,0.0,-0.0,Degrees,0.1594,False,0.0004,-0.0004,None,4.867,False,0.023,-0.023,None,2016AJ....151..137H,0.0,0.0,-0.0,0.0,0.00025,-0.00025,WASP-43,10:19:38.0089,-09:48:22.603,12.4,12.08,11.907,4.64,0.07,-0.07,cm/s2,-0.05,0.17,-0.17,dex Fe/H or M/H,4400.0,200.0,-200.0,Kelvin,2011A&A...535L...7H,5.85,5.85,62.59,2457202.184881,3.1e-05,0.813474056,2.1e-08
WASP-44b,WASP-44b,low,39,3,13,3,0,0,7,0,19,0,0.94,2012MNRAS.422.1988A,19.47,2.24,2456338.45823,0.00011,-0.00011,BJD_TDB,Days,2.42381127,2.1e-07,-2.1e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,86.0,False,1.1,-0.9,Degrees,0.0,0.0,-0.0,Degrees,0.126,False,0.003,-0.003,None,8.1,False,0.7,-0.5,None,2012MNRAS.422.1988A,0.0,0.0,-0.0,0.0,0.0013,-0.0013,WASP-44,00:15:36.7694,-11:56:17.286,12.9,13.17,12.896,4.48,0.07,-0.07,cm/s2,0.06,0.1,-0.1,dex Fe/H or M/H,5410.0,150.0,-150.0,Kelvin,2012MNRAS.422.1988A,8.38,8.38,24.18,2456338.45823,0.00011,2.42381127,2.1e-07
WASP-45b,WASP-45b,medium,27,1,11,1,0,0,14,0,2,0,0.02,2012MNRAS.422.1988A,12.28,1.74,2458536.08601,0.00023,-0.00023,BJD_TDB,Days,3.12607728,7.1e-07,-7.1e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,84.69,False,0.1,-0.1,Degrees,0.0,0.0,-0.0,Degrees,0.1163,True,0.001,-0.001,None,9.5,False,0.13,-0.12,None,2016MNRAS.456..990C,0.0,0.0,-0.0,0.0,0.001,-0.001,WASP-45,00:20:56.9940,-35:59:53.747,11.8,12.2,12.049,4.45,0.09,-0.09,cm/s2,0.36,0.12,-0.12,dex Fe/H or M/H,5140.0,200.0,-200.0,Kelvin,2012MNRAS.422.1988A,7.21,6.25,25.39,2458536.08601,0.00023,3.12607728,7.1e-07
WASP-46b,WASP-46b,low,62,3,19,3,0,0,32,0,11,0,-0.25,2012MNRAS.422.1988A,21.92,1.65,2457715.24083,0.00012,-0.00012,BJD_TDB,Days,1.43037192,1.2e-07,-1.2e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,82.8,False,0.17,-0.17,Degrees,0.0,0.0,-0.0,Degrees,0.1407,False,0.0003,-0.0003,None,5.85,False,0.04,-0.04,None,2016MNRAS.456..990C,0.0,0.0,-0.0,0.0,0.00073,-0.00073,WASP-46,21:14:56.8596,-55:52:18.460,12.9,13.06,12.852,4.49,0.03,-0.03,cm/s2,-0.37,0.13,-0.13,dex Fe/H or M/H,5620.0,160.0,-160.0,Kelvin,2012MNRAS.422.1988A,8.07,8.07,23.73,2457715.24083,0.00012,1.43037192,1.2e-07
WASP-47b,WASP-47b,medium,19,0,9,0,1,0,8,0,1,0,0.22,2012MNRAS.426..739H,14.01,3.57,2457182.61643,0.00015,-0.00015,BJD_TDB,Days,4.15915035,6.3e-07,-6.3e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.98,False,0.2,-0.2,Degrees,0.0,0.0,-0.0,Degrees,0.10193,False,0.00021,-0.00021,None,9.7,False,0.04,-0.04,None,2017AJ....154..237V,0.10154,0.00015,-0.00015,0.10154,0.00082,-0.00082,WASP-47,22:04:48.7262,-12:01:08.000,11.99,11.82,11.789,4.35,0.03,-0.03,cm/s2,0.18,0.07,-0.07,dex Fe/H or M/H,5350.0,90.0,-90.0,Kelvin,2012MNRAS.426..739H,5.41,5.41,44.2,2457182.61643,0.00015,4.15915035,6.3e-07
WASP-48b,WASP-48b,low,73,6,29,6,0,0,41,0,3,0,-0.06,2011AJ....142...86E,10.69,3.11,2458106.26314,0.00013,-0.00013,BJD_TDB,Days,2.14363679,2e-07,-2e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,82.0,False,0.5,-0.5,Degrees,0.0,0.0,-0.0,Degrees,0.0958,False,0.0008,-0.0008,None,4.7,False,0.12,-0.11,None,2015A&A...577A..54C,0.0,0.0,-0.0,0.0,0.00032,-0.00032,WASP-48,19:24:38.9615,+55:28:23.331,11.65,11.61,11.523,4.03,0.05,-0.05,cm/s2,-0.12,0.12,-0.12,dex Fe/H or M/H,5920.0,150.0,-150.0,Kelvin,2011AJ....142...86E,6.08,5.26,35.07,2458106.26314,0.00013,2.14363679,2e-07
WASP-49b,WASP-49b,low,34,3,11,3,0,0,17,0,6,0,2.13,2012A&A...544A..72L,14.42,2.16,2457377.596934,8e-05,-8e-05,BJD_TDB,Days,2.78173691,1.4e-07,-1.4e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,84.48,False,0.13,-0.13,Degrees,0.0,0.0,-0.0,Degrees,0.116,False,0.0007,-0.0007,None,8.009,False,0.008,-0.008,None,2017A&A...602A..36W,0.0,0.0,-0.0,0.0,0.00042,-0.00042,WASP-49,06:04:21.4734,-16:57:55.108,11.35,11.057,11.291,4.43,0.05,-0.05,cm/s2,-0.23,0.7,-0.07,dex Fe/H or M/H,5600.0,150.0,-150.0,Kelvin,2012A&A...544A..72L,5.0,5.0,49.01,2457377.596934,8e-05,2.78173691,1.4e-07
WASP-50b,WASP-50b,low,51,8,30,8,0,0,20,0,1,0,0.58,2011A&A...533A..88G,22.62,1.81,2458567.500626,8.6e-05,-8.6e-05,BJD_TDB,Days,1.9550929,1.7e-07,-1.7e-07,Days,2022arXiv220909673K,0.009,0.011,-0.006,84.74,False,0.24,-0.24,Degrees,44.0,62.0,-80.0,Degrees,0.1404,False,0.0012,-0.0012,None,7.53,False,0.13,-0.13,None,2011A&A...533A..88G,0.0,0.0,-0.0,0.0,0.00037,-0.00037,WASP-50,02:54:45.1342,-10:53:53.026,11.44,11.599,11.552,4.54,0.05,-0.05,cm/s2,-0.12,0.08,-0.08,dex Fe/H or M/H,5400.0,100.0,-100.0,Kelvin,2011A&A...533A..88G,5.08,5.08,60.06,2458567.500626,8.6e-05,1.9550929,1.7e-07
WASP-52b,WASP-52b,low,95,22,68,22,0,0,0,0,27,0,-0.2,2013A&A...549A.134H,33.05,1.82,2456784.057988,6.8e-05,-6.8e-05,BJD_TDB,Days,1.74978117,1.6e-07,-1.6e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,85.35,False,0.2,-0.2,Degrees,0.0,0.0,-0.0,Degrees,0.1646,False,0.0012,-0.0012,None,7.38,False,0.11,-0.11,None,2013A&A...549A.134H,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-52,23:13:58.7575,+08:45:40.571,12.0,12.03,11.954,4.58,0.01,-0.01,cm/s2,0.03,0.12,-0.12,dex Fe/H or M/H,5000.0,100.0,-100.0,Kelvin,2013A&A...549A.134H,5.76,5.76,70.94,2456784.057988,6.8e-05,1.74978117,1.6e-07
WASP-53b,WASP-53b,medium,21,2,7,2,0,0,13,0,1,0,1.11,2017MNRAS.467.1714T,22.72,2.26,2457267.50478,0.00012,-0.00012,BJD_TDB,Days,3.30984278,2.6e-07,-2.6e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,87.08,False,0.16,-0.15,Degrees,0.0,0.0,-0.0,Degrees,0.1353,False,0.0013,-0.0013,None,11.05,False,0.2,-0.19,None,2017MNRAS.467.1714T,0.0,0.0,-0.0,0.0,0.00059,-0.00059,WASP-53,02:07:38.2093,-20:39:42.761,12.6,12.44,12.347,4.55,0.02,-0.02,cm/s2,0.22,0.11,-0.11,dex Fe/H or M/H,4953.0,60.0,-60.0,Kelvin,2017MNRAS.467.1714T,6.55,6.55,42.86,2457267.50478,0.00012,3.30984278,2.6e-07
WASP-54b,WASP-54b,low,19,8,9,8,0,0,9,0,1,0,-0.01,2013A&A...551A..73F,10.73,4.47,2459163.93328,0.00018,-0.00018,BJD_TDB,Days,3.69359933,7e-07,-7e-07,Days,2022arXiv220909673K,0.07,0.03,-0.03,85.0,False,0.6,-0.6,Degrees,62.0,21.0,-33.0,Degrees,0.0927,False,0.0011,-0.0011,None,5.87,True,0.14,-0.14,None,2013A&A...551A..73F,0.0,0.0,-0.0,0.0,0.00028,-0.00028,WASP-54,13:41:49.0301,-00:07:41.033,10.41,10.0,10.244,4.0,0.03,-0.04,cm/s2,-0.27,0.08,-0.08,dex Fe/H or M/H,6100.0,100.0,-100.0,Kelvin,2013A&A...551A..73F,5.0,5.0,87.78,2459163.93328,0.00018,3.69359933,7e-07
WASP-55b,WASP-55b,medium,22,1,4,1,1,0,8,0,9,0,-0.26,2012MNRAS.426..739H,20.5,3.56,2457207.132185,8e-05,-8e-05,BJD_TDB,Days,4.46563013,4.2e-07,-4.2e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,89.0,False,0.6,-0.6,Degrees,0.0,0.0,-0.0,Degrees,0.1246,False,0.0007,-0.0007,None,10.66,True,0.07,-0.09,None,2016MNRAS.457.4205S,0.1236,0.00025,-0.00025,0.1236,0.00054,-0.00054,WASP-55,13:35:01.9537,-17:30:12.526,11.75,11.555,11.775,4.39,0.03,-0.03,cm/s2,-0.2,0.08,-0.08,dex Fe/H or M/H,5960.0,100.0,-100.0,Kelvin,2012MNRAS.426..739H,5.02,5.02,62.53,2457207.132185,8e-05,4.46563013,4.2e-07
WASP-56b,WASP-56b,low,30,5,14,5,6,0,5,0,5,0,2.36,2013A&A...551A..73F,13.44,3.63,2456229.44235,0.00024,-0.00024,BJD_TDB,Days,4.61705992,9.9e-07,-9.9e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,88.5,False,0.1,-0.2,Degrees,0.0,0.0,-0.0,Degrees,0.1009,False,0.0021,-0.0021,None,10.39,False,0.03,-0.03,None,2013A&A...551A..73F,0.0,0.0,-0.0,0.0,0.00079,-0.00079,WASP-56,12:13:27.8908,+23:03:20.429,11.48,10.7,12.003,4.35,0.02,-0.02,cm/s2,0.12,0.06,-0.06,dex Fe/H or M/H,5600.0,100.0,-100.0,Kelvin,2013A&A...551A..73F,5.0,5.0,36.69,2456229.44235,0.00024,4.61705992,9.9e-07
WASP-57b,WASP-57b,low,31,6,13,6,0,0,0,0,18,0,0.09,2013A&A...551A..73F,16.71,2.33,2456410.57496,0.00012,-0.00012,BJD_TDB,Days,2.838918,4.9e-07,-4.9e-07,Days,2022arXiv220909673K,0.0,0.0,-0.0,86.0,False,0.3,-0.3,Degrees,0.0,0.0,-0.0,Degrees,0.1182,False,0.0013,-0.0013,None,8.75,False,0.23,-0.22,None,2015MNRAS.454.3094S,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-57,14:55:16.8228,-02:03:27.599,13.04,12.9,12.729,4.57,0.01,-0.01,cm/s2,-0.25,0.1,-0.1,dex Fe/H or M/H,5600.0,100.0,-100.0,Kelvin,2013A&A...551A..73F,7.63,7.63,23.25,2456410.57496,0.00012,2.838918,4.9e-07
WASP-58b,WASP-58b,low,27,3,12,3,0,0,14,0,1,0,-0.07,2013A&A...549A.134H,18.14,3.8,2458986.98151,0.00015,-0.00015,BJD_TDB,Days,5.0172133,1.1e-06,-1.1e-06,Days,2022arXiv220909673K,0.0,0.0,-0.0,87.4,False,1.5,-1.5,Degrees,0.0,0.0,-0.0,Degrees,0.12,False,0.004,-0.004,None,10.3,False,1.3,-1.1,None,2013A&A...549A.134H,0.0,0.0,-0.0,0.0,0.00037,-0.00037,WASP-58,18:18:48.2530,+45:10:19.259,11.66,11.423,11.635,4.27,0.09,-0.09,cm/s2,-0.45,0.09,-0.09,dex Fe/H or M/H,5800.0,150.0,-150.0,Kelvin,2013A&A...549A.134H,5.0,5.0,62.03,2458986.98151,0.00015,5.0172133,1.1e-06
WASP-59b,WASP-59b,low,21,18,21,18,0,0,0,0,0,0,3.32,2013A&A...549A.134H,23.25,2.47,2455830.95634,0.00053,-0.00053,BJD_TDB,Days,7.919585,1e-05,-1e-05,Days,2013A&A...549A.134H,0.1,0.042,-0.042,89.27,False,0.52,-0.52,Degrees,74.0,15.0,-15.0,Degrees,0.13,False,0.0031,-0.0031,None,24.39,False,1.93,-1.66,None,2013A&A...549A.134H,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-59,23:18:29.5475,+24:53:21.436,12.78,12.37,12.314,4.72,0.06,-0.06,cm/s2,-0.15,0.11,-0.11,dex Fe/H or M/H,4650.0,150.0,-150.0,Kelvin,2013A&A...549A.134H,6.41,6.41,51.37,2455830.95634,0.00053,7.919585,1e-05
WASP-60b,WASP-60b,low,24,6,12,6,10,0,0,0,2,0,-2.55,2013A&A...549A.134H,7.61,3.34,2458020.07381,0.00035,-0.00035,BJD_TDB,Days,4.3050061,1.5e-06,-1.5e-06,Days,2022arXiv220909673K,0.0,0.0,-0.0,87.9,False,1.6,-1.6,Degrees,0.0,0.0,-0.0,Degrees,0.077,False,0.004,-0.004,None,10.0,False,1.2,-1.0,None,2013A&A...549A.134H,0.0,0.0,-0.0,0.0,0.0,-0.0,WASP-60,23:46:39.9747,+31:09:21.372,12.18,11.792,12.02,4.35,0.09,-0.09,cm/s2,-0.04,0.09,-0.09,dex Fe/H or M/H,5900.0,100.0,-100.0,Kelvin,2013A&A...549A.134H,8.86,7.67,19.81,2458020.07381,0.00035,4.3050061,1.5e-06
